REGION;DEPARTEMENT;CODE_INSEE;COMMUNE;NB_REDEVABLES;PAT_MOYEN;IMPOTS_MOYEN
ILE-DE-FRANCE;HAUTS-DE-SEINE;92062;PUTEAUX;371;2446901;8671;;;;;;;
ILE-DE-FRANCE;HAUTS-DE-SEINE;92063;RUEILMALMAISON;1638;2648842;9940;;;;;;;
ILE-DE-FRANCE;HAUTS-DE-SEINE;92064;SAINTCLOUD;1358;3272585;14975;;;;;;;
ILE-DE-FRANCE;HAUTS-DE-SEINE;92072;SEVRES;662;2742750;10828;;;;;;;
ILE-DE-FRANCE;HAUTS-DE-SEINE;92073;SURESNES;643;2600892;10454;;;;;;;
ILE-DE-FRANCE;HAUTS-DE-SEINE;92075;VANVES;383;2369636;8747;;;;;;;
ILE-DE-FRANCE;PARIS;75101;PARIS;833;3587881;19208;;;;;;;
ILE-DE-FRANCE;PARIS;75102;PARIS;562;2720931;10911;;;;;;;
ILE-DE-FRANCE;PARIS;75103;PARIS;1250;3249056;14927;;;;;;;
ILE-DE-FRANCE;PARIS;75104;PARIS;1333;3731819;18510;;;;;;;
ILE-DE-FRANCE;PARIS;75105;PARIS;2720;3057294;13114;;;;;;;
ILE-DE-FRANCE;PARIS;75106;PARIS;4004;4576866;23029;;;;;;;
ILE-DE-FRANCE;PARIS;75107;PARIS;5795;5749206;28387;;;;;;;
ILE-DE-FRANCE;PARIS;75108;PARIS;3148;4445890;21425;;;;;;;
ILE-DE-FRANCE;PARIS;75109;PARIS;1977;2873778;11913;;;;;;;
ILE-DE-FRANCE;PARIS;75110;PARIS;1149;2673428;11640;;;;;;;
ILE-DE-FRANCE;PARIS;75111;PARIS;2275;2626143;10160;;;;;;;
ILE-DE-FRANCE;PARIS;75112;PARIS;2495;2514481;9744;;;;;;;
ILE-DE-FRANCE;PARIS;75113;PARIS;2204;2600513;10143;;;;;;;
ILE-DE-FRANCE;PARIS;75114;PARIS;3564;3006125;12330;;;;;;;
ILE-DE-FRANCE;PARIS;75115;PARIS;6998;2751738;11532;;;;;;;
ILE-DE-FRANCE;PARIS;75116;PARIS;14361;4469350;21972;;;;;;;
ILE-DE-FRANCE;PARIS;75117;PARIS;6340;3340379;14743;;;;;;;
ILE-DE-FRANCE;PARIS;75118;PARIS;1663;2910352;12528;;;;;;;
ILE-DE-FRANCE;PARIS;75119;PARIS;1134;2572157;9961;;;;;;;
ILE-DE-FRANCE;PARIS;75120;PARIS;1199;2531889;9257;;;;;;;
ILE-DE-FRANCE;SEINE-ET-MARNE;77058;BUSSYSTGEORGES;85;2440053;8980;;;;;;;
ILE-DE-FRANCE;SEINE-ET-MARNE;77108;CHELLES;133;2238734;7978;;;;;;;
ILE-DE-FRANCE;SEINE-ET-MARNE;77243;LAGNYSURMARNE;96;3168705;11515;;;;;;;
ILE-DE-FRANCE;SEINE-ET-MARNE;77284;MEAUX;132;2425275;9863;;;;;;;
ILE-DE-FRANCE;SEINE-ET-MARNE;77288;MELUN;105;2759449;12051;;;;;;;
ILE-DE-FRANCE;SEINE-ET-MARNE;77350;OZOIRLAFERRIERE;92;2641116;11815;;;;;;;
ILE-DE-FRANCE;SEINE-ET-MARNE;77373;PONTAULTCOMBAULT;75;2162208;8218;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93001;AUBERVILLIERS;50;2387678;10624;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93005;AULNAYSOUSBOIS;159;2311056;8053;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93006;BAGNOLET;64;2263788;7588;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93029;DRANCY;86;2337646;9115;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93031;EPINAYSURSEINE;53;2191916;7754;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93032;GAGNY;118;2305261;7310;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93045;LESLILAS;145;2822833;15409;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93057;LESPAVILLONSSOUSBOIS;80;2208801;8266;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93046;LIVRYGARGAN;106;2130236;7990;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93047;MONTFERMEIL;53;2307578;9598;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93048;MONTREUILSOUSBOIS;262;2383076;9726;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93049;NEUILLYPLAISANCE;75;2141589;7660;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93051;NOISYLEGRAND;163;2451070;11762;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93053;NOISYLESEC;53;2264596;8980;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93055;PANTIN;78;2182609;8257;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93064;ROSNYSOUSBOIS;86;2155388;7582;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93066;SAINTDENIS;51;2399702;10191;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93070;SAINTOUEN;75;2184032;8255;;;;;;;
ILE-DE-FRANCE;SEINE-SAINT-DENIS;93077;VILLEMOMBLE;188;2628013;10178;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95018;ARGENTEUIL;137;2506511;9330;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95127;CERGY;93;2073667;6496;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95176;CORMEILLESENPARISIS;126;2142129;7694;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95197;DEUILLABARRE;113;2150035;7416;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95203;EAUBONNE;136;2116810;7395;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95219;ERMONT;97;2105383;6866;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95252;FRANCONVILLE;58;3675783;10441;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95306;HERBLAY;115;2285068;8953;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95428;MONTMORENCY;312;3284745;12998;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95500;PONTOISE;98;2469707;9528;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95582;SANNOIS;78;2384576;7886;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95555;STGRATIEN;129;2521183;9333;;;;;;;
ILE-DE-FRANCE;VAL-D'OISE;95607;TAVERNY;82;2136790;7838;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94002;ALFORTVILLE;78;2146878;7735;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94003;ARCUEIL;66;2225945;7652;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94016;CACHAN;166;2347531;7601;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94017;CHAMPIGNYSURMARNE;161;2536146;10167;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94018;CHARENTONLEPONT;475;2363337;8610;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94022;CHOISYLEROI;77;2423825;9593;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94028;CRETEIL;244;2171684;7142;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94033;FONTENAYSOUSBOIS;607;2787057;11184;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94034;FRESNES;64;2201585;7492;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94041;IVRYSURSEINE;114;2134149;7221;;;;;;;
ILE-DE-FRANCE;VAL-DE-MARNE;94038;L'HAYLESROSES;199;2164239;7552;;;;;;;
